is_primary_source	url	domain	reason	category-infection_status	category-orevention_and_state_of_emergency_declaration	category-symptoms_medical_treatment_tests_and_other_medical_information	category-economics_and_welfare_policy	category-school_operation_and_online_classes	category-entertainment_and_sports	category-false_rumours
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	厚生労働省の新型コロナウィルス用サイトであり、厚労省のリリースこそまず最初に当たるべき情報だから。	True	True	True	False	False	False	False
False	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	国の役所だから	True	True	False	True	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	厚生労働省のホームページだから	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	国の発表するサイトなので信頼できる	True	True	True	True	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	政府がちゃんとした情報としてだしているから	True	True	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	厚生労働省の公式のHPであるから	True	True	True	True	True	True	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	政府の公開しているサイトだから	True	True	True	True	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	厚生労働省のサイトだから	True	True	True	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	政府の厚生労働省が公開しているサイトだから	True	True	True	True	True	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	厚生労働省のサイトだから	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	このサイトは厚労省が提供しているから。	True	True	True	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	国が運営している	True	True	True	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html	www.mhlw.go.jp	日本の行政機関だから	True	True	True	True	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	厚労省のページだから	True	True	True	False	True	False	False
True	https://corona.feedal.com/	corona.feedal.com	情報が細かい	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	厚生労働省のサイトだから	False	True	False	False	False	False	False
True	https://corona.feedal.com/	corona.feedal.com	口コミの良さ	True	True	True	False	False	False	False
False	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	信頼できそう	True	True	True	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	政府が公開しているwebサイトであるし、新型コロナウイルスに関する様々な疑問に答えていて、役に立つ内容だから。	False	True	True	False	True	False	False
False	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	厚生労働省が公開しているデータ	False	True	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/dengue_fever_qa_00001.html	www.mhlw.go.jp	厚生労働省の公式ホームページであるため	False	True	True	False	False	False	False
False	https://corona.feedal.com/	corona.feedal.com	新型コロナウイルス キュレーションサイト　で検索したらトップで出てきたから	True	True	True	True	False	False	False
True	https://corona.feedal.com/	corona.feedal.com	公的機関の情報を知ることができる	True	False	False	False	False	False	False
False	https://corona.feedal.com/	corona.feedal.com	各省庁の対応策が自分で選んで知ることができる	False	True	False	True	False	False	False
False	https://corona.feedal.com/	corona.feedal.com	大手の報道機関が多数紹介しているから	True	True	True	True	False	False	False
False	https://www3.nhk.or.jp/news/special/coronavirus/	www3.nhk.or.jp	日本を代表する放送局だから	True	True	True	True	True	False	False
False	https://www3.nhk.or.jp/news/special/coronavirus/	www3.nhk.or.jp	このサイトは国営放送が情報を提供している。	False	True	False	False	False	False	False
True	https://www3.nhk.or.jp/news/special/coronavirus/	www3.nhk.or.jp	内閣府かどこかとも思ったけども、情報を素直に出していないような気がしてしまう・・・NHKなら少しはいいだろうと思った。（現状の番組編成が異様な状態でもあるので、そのイメージも作用しているだろう）	True	True	True	True	False	False	False
False	https://www3.nhk.or.jp/news/special/coronavirus/	www3.nhk.or.jp	NHKなので信頼度は高く感染状況やコロナ関連の情報がわかるので。	True	True	True	True	False	False	False
True	https://www3.nhk.or.jp/news/special/coronavirus/	www3.nhk.or.jp	NHKであることと、毎日数字が分かりやすく出ていること	True	True	True	True	False	False	True
True	https://www.mhlw.go.jp/index.html	www.mhlw.go.jp	日本の行政機関のウェブサイトである。	True	True	True	True	False	False	False
True	https://www.mhlw.go.jp/index.html	www.mhlw.go.jp	政府関係だから	True	True	True	False	False	False	False
True	https://www.usa.gov/coronavirus	www.usa.gov	米国政府のサイト	False	False	True	False	False	False	False
True	https://www.mhlw.go.jp/index.html	www.mhlw.go.jp	国の機関である厚生労働省のWEBサイトだから	True	True	True	False	False	False	False
False	https://www.mhlw.go.jp/stf/newpage_11168.html	www.mhlw.go.jp	政府が公開しているサイトであるし、感染状況の情報も細かく、また、最新の情報が掲載されているから。	True	False	False	False	False	False	False
True	https://www.usa.gov/coronavirus	www.usa.gov	このwebサイトはアメリカ政府が公開しているから。	True	True	True	True	True	False	False
True	https://www.usa.gov/coronavirus	www.usa.gov	Government Response to Coronavirus, COVID-19と見出しに書かれてたので信頼できると判断	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/newpage_11168.html	www.mhlw.go.jp	このサイトは政府が公開している	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/newpage_11168.html	www.mhlw.go.jp	厚生労働省の広報のページだから信頼できる情報	True	False	False	False	False	False	False
False	https://www.yahoo.co.jp/	www.yahoo.co.jp	よく利用しているウェブサイトである。	True	True	True	True	False	True	True
False	https://news.yahoo.co.jp/	news.yahoo.co.jp	有名な企業だから	True	True	True	True	True	True	True
True	https://www.nhk.or.jp/	www.nhk.or.jp	正確な情報だと思う	True	True	False	True	True	False	False
False	https://news.yahoo.co.jp/	news.yahoo.co.jp	日常的に目にする	True	True	True	True	True	True	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics_shingata_09444.html	www.mhlw.go.jp	このサイトは厚生労働省が公開しているから信頼できる	True	True	True	True	True	False	False
False	https://www.nytimes.com/news-event/coronavirus	www.nytimes.com	内容が確か	False	True	True	False	False	False	False
False	https://www.yahoo.co.jp/	www.yahoo.co.jp	有名なサイトだから	True	True	True	False	False	True	False
False	https://www.nytimes.com/news-event/coronavirus	www.nytimes.com	このサイトは信用できるニュースを提供する新聞社が運営しているから。	False	True	True	True	False	False	False
False	https://www.nhk.or.jp/	www.nhk.or.jp	NHKは信頼できる情報を提供していると思うから	True	True	True	True	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics_shingata_09444.html	www.mhlw.go.jp	厚生労働省が出している情報で、毎日何度も更新されておりニュースになる内容なので	True	True	False	False	False	False	False
True	https://www.kantei.go.jp/jp/pages/coronavirus_info.html	www.kantei.go.jp	このWebサイトは政府のもので専門家が関わっているから	True	True	True	False	True	False	False
False	http://www.livedoor.com/	www.livedoor.com	よく見るサイトなので信頼している	True	True	True	False	False	False	False
True	https://www.covid19-yamanaka.com/	www.covid19-yamanaka.com	ノーベル賞学者の見識が参考になるので	False	False	False	False	False	False	False
False	https://www.mhlw.go.jp/stf/newpage_11164.html	www.mhlw.go.jp	厚生労働省のサイトだから	True	False	False	False	False	False	False
False	https://www.nikkei.com/article/DGXMZO58631770Q0A430C2CR8000/	www.nikkei.com	プロが書いている記事なので	True	True	False	False	False	False	False
False	https://www3.nhk.or.jp/news/html/20200504/k10012417581000.html	www3.nhk.or.jp	NHKのニュースサイトだから	False	False	False	True	False	False	False
True	https://www.pref.chiba.lg.jp/shippei/press/2019/ncov-index.html	www.pref.chiba.lg.jp	このWEBサイトは自治体が公開している。	True	False	False	False	False	False	False
False	https://www.pref.okinawa.jp/site/hoken/chiikihoken/kekkaku/covid19_hasseijoukyou.html	www.pref.okinawa.jp	住んでいる地域の情報を確認できるから	True	True	True	False	True	False	False
True	https://toyokeizai.net/sp/visual/tko/covid19/	toyokeizai.net	情報元が明記されている	True	False	False	False	False	False	False
True	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000164708_00001.html#kokunaihassei	www.mhlw.go.jp	厚生労働省のサイト	True	False	False	False	False	False	False
True	https://www.anzen.mofa.go.jp/	www.anzen.mofa.go.jp	外務省のものだからです。	True	False	True	False	False	False	False
False	https://www.esrij.com/	www.esrij.com	情報システムを専門にやっている企業だからです。	True	True	False	True	True	False	False
True	https://fukuno.jig.jp/2799	fukuno.jig.jp	厚生労働省が公開しているデータ	True	False	False	False	False	False	False
False	https://www.covid19-yamanaka.com/sp/	www.covid19-yamanaka.com	山中伸弥さんは有名な医学者なので、コロナウイルスに対する考え方や予防方法が参考になると思いました	False	True	False	False	False	False	False
False	https://coronavirus.jhu.edu/	coronavirus.jhu.edu	Johns Hopkins experts in global public health, infectious disease, and emergency preparedness have been at the forefront of the international response to COVID-19.とコロナについて書かれてたので	True	False	False	False	False	False	False
False	https://www.asahi.com/topics/word/%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9.html	www.asahi.com	朝日新聞社の公式の情報であるため	False	False	False	False	False	False	False
False	https://www.fmed.jp/cnt/news/news/200207.html	www.fmed.jp	医師会のホームページだから	False	False	True	False	False	False	False
True	https://vdata.nikkei.com/newsgraphics/coronavirus-japan-chart/	vdata.nikkei.com	マスコミのサイトで情報が良くまとめられている	True	False	False	False	False	False	False
False	https://takatori-naika.jp/blog/892	takatori-naika.jp	感染症の世界的権威が情報発信しているから	False	True	True	False	False	False	False
True	https://pro.saraya.com/kansen-yobo/bacteria-virus/2019-nCoV.html	pro.saraya.com	病院でも使っている消毒液を作ってる会社だから	False	True	False	False	False	False	False
False	https://www3.nhk.or.jp/news/html/20200504/k10012417031000.html	www3.nhk.or.jp	NHKが調べてるから	True	False	False	False	False	False	False
False	https://www.sciencemag.org/	www.sciencemag.org	情報を知りたいと思ったとき、日経サイエンスを読んでいるのでそこから連想して思いついてここを見ている。（やっぱりというか英語はきついのでDeepL翻訳を通している）日経サイエンスに馴染んでることから信頼できるだろうと思ったのだけど、実際は逆のような気もするけども・・	True	True	False	False	False	False	False
False	https://newsdigest.jp/pages/coronavirus/	newsdigest.jp	このサイトは信頼できる企業が公開している	True	False	False	False	False	False	False
False	https://www.pref.shizuoka.jp/kinkyu/covid-19.html	www.pref.shizuoka.jp	県が運営している	True	True	True	True	False	False	False
True	https://extranet.who.int/kobe_centre/ja/news/COVID19_specialpage	extranet.who.int	WHO（世界保健機構）の関係だから	True	False	False	False	False	False	False
False	https://www.mhlw.go.jp/stf/newpage_11162.html	www.mhlw.go.jp	国家機関だから	True	False	False	False	False	False	False
False	https://vdata.nikkei.com/newsgraphics/coronavirus-world-map/	vdata.nikkei.com	世界の感染状況がわかるため	True	False	False	False	False	False	False
False	https://note.com/numagasa/n/n40e78b961a15	note.com	イラストが分かりやすい。1次情報として 厚生労働省等のウェブサイトも参照するように注意書きがあり良心的。	False	True	True	False	False	False	False
True	https://www.med.or.jp/people/index.html	www.med.or.jp	医学の立場から新型コロナウイルスに関する有益な情報を毎日更新している、信頼に足りるサイトであるからです。市民にとっての有益な動画も提供しているからです。	True	True	True	False	False	False	False
True	https://www.tokyo.med.or.jp/16698	www.tokyo.med.or.jp	医学の立場から新型コロナウイルスに関する有益な情報を毎日更新している、信頼に足りるサイトであるからです。簡易マスクの作成方法も教えてもらえるので助かります。	True	True	True	False	False	False	False
True	http://idsc.tokyo-eiken.go.jp/diseases/2019-ncov/	idsc.tokyo-eiken.go.jp	地方行政の立場から新型コロナウイルスに関する有益な情報を毎日更新し、提供しているからです。	True	True	True	True	False	False	False
False	https://www.newsweekjapan.jp/	www.newsweekjapan.jp	以前から毎日閲覧しているサイトです。このサイトの情報を新コロナウイルスに関する情報と否とにかかわらず、信頼しております。海外の情報も充実している点が良いと考えます。	True	True	True	True	True	True	True
False	https://jp.reuters.com/news/archive/jp_corona	jp.reuters.com	新型コロナウイルスに限らず、海外の情報が充実していますし、信頼しています。最新の映像が見られるのも良いと思います。	True	True	True	True	True	True	True
False	https://www.cnn.co.jp/	www.cnn.co.jp	新型コロナウイルスに限らず、海外の情報が充実していますし、信頼しています。最新の映像が見られる点も良いと思います。	True	True	True	True	True	True	True
True	https://corona.feedal.com	corona.feedal.com	公的機関に特化した情報を公開している思ったから	True	True	True	True	False	False	False
False	https://www.covid19-yamanaka.com/index.html	www.covid19-yamanaka.com	山中教授の情報発信サイトだから	True	True	True	False	False	False	False
